1,15
32771,26
32773,26
32777,26
32785,26
32801,26
32833,26
32897,26
33025,26
33281,26
33793,26
34817,26
36865,26
40961,26
49153,26
98305,26
163841,26
294913,26
557057,26
1081345,26
2129921,26
4227073,26
8421377,26
16809985,26
33587201,26
67141633,12
134250497,26
268468225,26
536903681,26
1073774593,26
2147516417,26
4295000065,26
8589967361,26
17179901953,26
34359771137,26
68719509505,26
137438986241,12
274877939713,26
549755846657,26
1099511660545,26
2199023288321,26
4398046543873,26
8796093054977,26
17592186077185,26
35184372121601,26
70368744210433,26
140737488388097,26
281474976743425,12
562949953454081,26
1125899906875393,26
2251799813718017,26
4503599627403265,26
9007199254773761,26
18014398509514753,26
36028797018996737,26
72057594037960705,26
144115188075888641,26
288230376151744513,26
576460752303456257,26
1152921504606879745,26
2305843009213726721,26
4611686018427420673,26
9223372036854808577,26
2,21
2097155,25
2097158,25
2097162,25
2097170,25
2097186,25
2097218,25
2097282,25
2097410,25
2097666,25
2098178,25
2099202,25
2101250,25
2105346,25
2113538,25
2129922,26
2162690,25
2228226,38
2359298,25
2621442,25
3145730,25
6291458,25
10485762,25
18874370,25
35651586,38
69206018,25
136314882,25
270532610,25
538968066,38
1075838978,25
2149580802,25
4297064450,25
8592031746,25
17181966338,25
34361835522,25
68721573890,25
137441050626,25
274880004098,25
549757911042,25
1099513724930,25
2199025352706,25
4398048608258,25
8796095119362,25
17592188141570,25
35184374185986,25
70368746274818,25
140737490452482,25
281474978807810,25
562949955518466,25
1125899908939778,25
2251799815782402,25
4503599629467650,25
9007199256838146,25
18014398511579138,25
36028797021061122,25
72057594040025090,25
144115188077953026,25
288230376153808898,25
576460752305520642,25
1152921504608944130,25
2305843009215791106,25
4611686018429485058,25
9223372036856872962,25
4,12
4101,25
4102,25
4108,25
4116,25
4132,25
4164,25
4228,25
4356,25
4612,25
5124,25
6148,25
12292,25
20484,25
36868,48
69636,25
135172,25
266244,25
528388,25
1052676,25
2101252,25
4198404,25
8392708,25
16781316,25
33558532,48
67112964,25
134221828,25
268439556,25
536875012,25
1073745924,25
2147487748,25
4294971396,25
8589938692,25
17179873284,25
34359742468,25
68719480836,25
137438957572,25
274877911044,48
549755817988,25
1099511631876,25
2199023259652,25
4398046515204,25
8796093026308,25
17592186048516,25
35184372092932,25
70368744181764,25
140737488359428,25
281474976714756,25
562949953425412,25
1125899906846724,25
2251799813689348,48
4503599627374596,25
9007199254745092,25
18014398509486084,25
36028797018968068,25
72057594037932036,25
144115188075859972,25
288230376151715844,25
576460752303427588,25
1152921504606851076,25
2305843009213698052,25
4611686018427392004,25
9223372036854779908,25
8,42
4398046511113,22
4398046511114,22
4398046511116,25
4398046511128,22
4398046511144,22
4398046511176,22
4398046511240,22
4398046511368,22
4398046511624,22
4398046512136,22
4398046513160,22
4398046515208,25
4398046519304,22
4398046527496,22
4398046543880,26
4398046576648,22
4398046642184,22
4398046773256,22
4398047035400,22
4398047559688,22
4398048608264,0
4398050705416,25
4398054899720,22
4398063288328,22
4398080065544,22
4398113619976,22
4398180728840,22
4398314946568,22
4398583382024,22
4399120252936,22
4400193994760,22
4402341478408,22
4406636445704,22
4415226380296,22
4432406249480,22
4466765987848,22
4535485464584,22
4672924418056,22
4947802325000,22
5497558138888,22
6597069766664,22
13194139533320,22
21990232555528,22
39582418599944,22
74766790688776,22
145135534866440,22
285873023221768,22
567347999932424,22
1130297953353736,22
2256197860196360,22
4507997673881608,22
9011597301252104,22
18018796555993096,22
36033195065475080,22
72061992084439048,22
144119586122366984,22
288234774198222856,22
576465150349934600,22
1152925902653358088,22
2305847407260205064,22
4611690416473899016,25
9223376434901286920,22
16,48
281474976710673,51
281474976710674,51
281474976710676,51
281474976710680,51
281474976710704,51
281474976710736,51
281474976710800,51
281474976710928,51
281474976711184,51
281474976711696,51
281474976712720,51
281474976714768,24
281474976718864,51
281474976727056,51
281474976743440,26
281474976776208,51
281474976841744,51
281474976972816,51
281474977234960,51
281474977759248,51
281474978807824,16
281474980904976,51
281474985099280,51
281474993487888,51
281475010265104,51
281475043819536,51
281475110928400,51
281475245146128,51
281475513581584,51
281476050452496,51
281477124194320,51
281479271677968,51
281483566645264,51
281492156579856,51
281509336449040,51
281543696187408,51
281612415664144,51
281749854617616,51
282024732524560,51
282574488338448,51
283673999966224,51
285873023221776,32
290271069732880,51
299067162755088,51
316659348799504,51
351843720888336,51
422212465066000,51
844424930131984,0
1407374883553296,0
2533274790395920,0
4785074604081168,51
9288674231451664,51
18295873486192656,51
36310271995674640,51
72339069014638608,51
144396663052566544,51
288511851128422416,51
576742227280134160,51
1153202979583557648,51
2306124484190404624,51
4611967493404098576,51
9223653511831486480,51
32,19
524321,22
524322,22
524324,22
524328,22
524336,22
524384,22
524448,22
524576,22
524832,22
525344,22
526368,22
528416,25
532512,22
540704,22
557088,51
589856,22
655392,22
786464,22
1572896,22
2621472,22
4718624,35
8912928,22
17301536,22
34078752,35
67633184,22
134742048,22
268959776,35
537395232,22
1074266144,22
2148007968,22
4295491616,22
8590458912,22
17180393504,22
34360262688,22
68720001056,22
137439477792,22
274878431264,22
549756338208,22
1099512152096,22
2199023779872,22
4398047035424,22
8796093546528,22
17592186568736,22
35184372613152,22
70368744701984,22
140737488879648,22
281474977234976,51
562949953945632,22
1125899907366944,22
2251799814209568,22
4503599627894816,22
9007199255265312,22
18014398510006304,22
36028797019488288,22
72057594038452256,22
144115188076380192,22
288230376152236064,22
576460752303947808,22
1152921504607371296,22
2305843009214218272,22
4611686018427912224,22
9223372036855300128,22
64,26
67108929,38
67108930,38
67108932,38
67108936,38
67108944,38
67108960,38
67109056,38
67109184,38
67109440,38
67109952,38
67110976,38
67113024,38
67117120,38
67125312,41
67141696,11
67174464,38
67240000,38
67371072,38
67633216,22
68157504,38
69206080,16
71303232,38
75497536,38
83886144,38
100663360,38
201326656,38
335544384,38
603979840,38
1140850752,38
2214592576,38
4362076224,38
8657043520,38
17246978112,38
34426847296,38
68786585664,38
137506062400,38
274945015872,41
549822922816,38
1099578736704,38
2199090364480,38
4398113620032,10
8796160131136,38
17592253153344,38
35184439197760,38
70368811286592,38
140737555464256,38
281475043819584,50
562950020530240,38
1125899973951552,41
2251799880794176,38
4503599694479424,38
9007199321849920,38
18014398576590912,38
36028797086072896,38
72057594105036864,38
144115188142964800,38
288230376218820672,38
576460752370532416,38
1152921504673955904,38
2305843009280802880,38
4611686018494496832,38
9223372036921884736,38
128,37
137438953601,13
137438953602,13
137438953604,13
137438953608,13
137438953616,13
137438953632,13
137438953664,13
137438953856,13
137438954112,13
137438954624,13
137438955648,13
137438957696,38
137438961792,33
137438969984,13
137438986368,39
137439019136,13
137439084672,13
137439215744,13
137439477888,25
137440002176,13
137441050752,5
137443147904,13
137447342208,13
137455730816,13
137472508032,33
137506062464,38
137573171328,13
137707389056,13
137975824512,13
138512695424,13
139586437248,13
141733920896,13
146028888192,13
154618822784,13
171798691968,13
206158430336,13
412316860544,13
687194767488,13
1236950581376,13
2336462209152,13
4535485464704,32
8933531975808,13
17729624998016,13
35321811042432,13
70506183131264,13
140874927308928,13
281612415664256,33
563087392374912,33
1126037345796224,13
2251937252638848,13
4503737066324096,13
9007336693694592,13
18014535948435584,13
36028934457917568,13
72057731476881536,13
144115325514809472,13
288230513590665344,13
576460889742377088,13
1152921642045800576,13
2305843146652647552,13
4611686155866341504,13
9223372174293729408,13
256,54
18014398509482241,57
18014398509482242,57
18014398509482244,57
18014398509482248,57
18014398509482256,57
18014398509482272,57
18014398509482304,57
18014398509482368,57
18014398509482752,57
18014398509483264,57
18014398509484288,57
18014398509486336,6
18014398509490432,57
18014398509498624,57
18014398509515008,51
18014398509547776,57
18014398509613312,57
18014398509744384,57
18014398510006528,51
18014398510530816,57
18014398511579392,55
18014398513676544,57
18014398517870848,57
18014398526259456,57
18014398543036672,57
18014398576591104,38
18014398643699968,57
18014398777917696,57
18014399046353152,57
18014399583224064,57
18014400656965888,57
18014402804449536,57
18014407099416832,57
18014415689351424,57
18014432869220608,57
18014467228958976,57
18014535948435712,38
18014673387389184,57
18014948265296128,57
18015498021110016,57
18016597532737792,57
18018796555993344,62
18023194602504448,57
18031990695526656,57
18049582881571072,57
18084767253659904,57
18155135997837568,57
18295873486192896,51
18577348462903552,57
19140298416324864,57
20266198323167488,6
22517998136852736,57
27021597764223232,57
54043195528446208,57
90071992547410176,57
162129586585338112,6
306244774661193984,57
594475150812905728,57
1170935903116329216,6
2323857407723176192,57
4629700416936870144,57
9241386435364258048,57
512,0
515,20
517,20
521,20
529,1
545,1
577,1
641,1
769,1
1537,1
2561,1
4609,4
8705,1
16897,1
33281,5
66049,1
131585,1
262657,1
524801,3
1049089,1
2097665,1
4194817,1
8389121,1
16777729,1
33554945,1
67109377,1
134218241,1
268435969,1
536871425,1
1073742337,1
2147484161,1
4294967809,1
8589935105,1
17179869697,1
34359738881,1
68719477249,1
137438953985,1
274877907457,1
549755814401,1
1099511628289,1
2199023256065,1
4398046511617,2
8796093022721,1
17592186044929,1
35184372089345,1
70368744178177,1
140737488355841,1
281474976711169,32
562949953421825,1
1125899906843137,1
2251799813685761,1
4503599627371009,1
9007199254741505,1
18014398509482497,51
36028797018964481,1
72057594037928449,1
144115188075856385,1
288230376151712257,1
576460752303424001,1
1152921504606847489,1
2305843009213694465,1
4611686018427388417,1
9223372036854776321,1
1024,9
1537,1
1538,57
1540,57
1544,57
1552,57
1568,57
1600,57
1664,57
1792,57
3584,57
5632,6
9728,57
17920,57
34304,63
67072,57
132608,57
263680,57
525824,25
1050112,57
2098688,1
4195840,57
8390144,57
16778752,57
33555968,1
67110400,41
134219264,57
268436992,57
536872448,57
1073743360,57
2147485184,57
4294968832,57
8589936128,57
17179870720,57
34359739904,57
68719478272,57
137438955008,13
